student_id,name,department,course, electives,year,semester,faculty
S02563,Navya Saxena,Economics,B.Tech," Data Science,Environmental Science ",4,6,Smita Rao
S02564,Navya Malhotra,Computer Science,M.Sc," Econometrics,Cloud Computing ",4,8,Sudhir Menon
S02565,Krishna Malhotra,Mechanical,BBA," Philosophy,Digital Marketing ",4,8,Amit Gupta
S02566,Aarav Yadav,Management,M.Sc," Digital Marketing,Cyber Security ",3,3,Swati Sharma
S02567,Ira Rao,Computer Science,MBA," Psychology,Entrepreneurship ",1,2,Vivek Verma
S02568,Diya Menon,Civil,MBA," Psychology,AI & ML ",2,7,Meera Iyer
S02569,Ananya Nair,Economics,BBA," History,Cloud Computing ",3,6,Meera Iyer
S02570,Aarohi Iyer,Mechanical,B.Sc," Entrepreneurship,IoT ",3,1,Priya Rao
S02571,Aarav Mehta,Civil,MBA," Econometrics,AI & ML ",4,6,Ajay Saxena
S02572,Arjun Reddy,Electrical,B.Tech," Cloud Computing,Psychology ",4,1,Shilpa Mehta
S02573,Sai Mehta,Economics,B.Sc," Cyber Security,English Literature ",2,2,Deepak Verma
S02574,Ishaan Gupta,Biotechnology,B.Tech," Cloud Computing,Cyber Security ",3,8,Manish Mehta
S02575,Shaurya Singh,Mechanical,PhD," Environmental Science,Philosophy ",5,5,Gopal Babu
S02576,Vihaan Kapoor,Biotechnology,B.Tech," History,Digital Marketing ",2,4,Sanjay Singh
S02577,Vivaan Singh,Computer Science,M.Tech," Psychology,IoT ",4,2,Vivek Joshi
S02578,Aditi Mehta,Economics,M.Tech," IoT,Digital Marketing ",3,8,Pallavi Kapoor
S02579,Sai Singh,Economics,PhD," Robotics,Environmental Science ",3,7,Sudhir Menon
S02580,Aditi Mehta,Humanities,M.Sc," AI & ML,Environmental Science ",3,4,Mahesh Iyer
S02581,Sai Yadav,Mechanical,B.Sc," Robotics,History ",1,6,Shilpa Yadav
S02582,Aarohi Mehta,Civil,MBA," Environmental Science,Psychology ",1,6,Shilpa Menon
S02583,Sai Yadav,Humanities,M.Tech," AI & ML,Cloud Computing ",2,4,Sneha Saxena
S02584,Navya Desai,Management,B.Sc," AI & ML,Data Science ",1,6,Rajeev Reddy
S02585,Krishna Nair,Management,PhD," Digital Marketing,IoT ",3,10,Rajeev Reddy
S02586,Myra Nair,Electrical,PhD," Cloud Computing,Robotics ",4,4,Sanjay Yadav
S02587,Vivaan Menon,Biotechnology,PhD," Cyber Security,Environmental Science ",3,1,Harish Reddy
S02588,Pari Rao,Civil,PhD," Digital Marketing,Entrepreneurship ",4,10,Varun Patil
S02589,Ishaan Gupta,Civil,M.Sc," Entrepreneurship,Digital Marketing ",2,1,Kavya Iyer
S02590,Sai Nair,Civil,B.Tech," Digital Marketing,Environmental Science ",2,3,Kavya Iyer
S02591,Aditi Gupta,Mechanical,MBA," Data Science,Philosophy ",2,7,Arjun Saxena
S02592,Aditi Yadav,Humanities,BBA," Environmental Science,Psychology ",3,6,Divya Yadav
S02593,Ananya Iyer,Management,M.Sc," Entrepreneurship,Data Science ",1,4,Meera Gupta
S02594,Vivaan Kulkarni,Economics,M.Sc," Data Science,AI & ML ",1,4,Ajay Saxena
S02595,Ananya Menon,Computer Science,PhD," Robotics,AI & ML ",1,1,Neha Babu
S02596,Shaurya Kapoor,Management,B.Sc," History,Cloud Computing ",4,3,Neha Babu
S02597,Reyansh Rao,Computer Science,BBA," Data Science,History ",2,5,Anjali Patil
S02598,Ira Kulkarni,Mechanical,PhD," History,Cloud Computing ",4,1,Ashok Sharma
S02599,Diya Menon,Biotechnology,B.Tech," Econometrics,History ",2,3,Kavya Iyer
S02600,Ira Yadav,Mechanical,M.Sc," Psychology,IoT ",3,6,Sneha Gupta
S02601,Vihaan Joshi,Management,B.Sc," Entrepreneurship,Cloud Computing ",3,3,Amit Rao
S02602,Shaurya Saxena,Mechanical,PhD," Econometrics,Entrepreneurship ",2,6,Deepak Desai
S02603,Diya Gupta,Management,B.Sc," Environmental Science,English Literature ",4,6,Smita Verma
S02604,Aarav Kulkarni,Computer Science,PhD," Robotics,History ",2,6,Sudhir Menon
S02605,Pari Sharma,Management,M.Tech," Data Science,Entrepreneurship ",4,1,Pooja Nair
S02606,Vihaan Rao,Biotechnology,B.Sc," Philosophy,Psychology ",1,6,Ajay Krishnan
S02607,Ira Gupta,Computer Science,M.Sc," Philosophy,Cloud Computing ",1,4,Suresh Gupta
S02608,Aarohi Kapoor,Civil,PhD," Psychology,AI & ML ",5,4,Sneha Gupta
S02609,Aditya Kulkarni,Computer Science,MBA," English Literature,Data Science ",2,2,Sudhir Malhotra
S02610,Shaurya Reddy,Civil,M.Tech," Philosophy,AI & ML ",3,6,Suresh Kulkarni
S02611,Ira Rao,Computer Science,PhD," History,Robotics ",5,5,Ashok Sharma
S02612,Riya Patil,Biotechnology,BBA," Digital Marketing,Cloud Computing ",2,2,Priya Rao
S02613,Sai Iyer,Humanities,M.Tech," Digital Marketing,AI & ML ",1,1,Divya Yadav
S02614,Sai Mehta,Computer Science,B.Tech," Digital Marketing,Data Science ",1,6,Divya Saxena
S02615,Aditi Rao,Management,B.Sc," Environmental Science,Econometrics ",2,5,Monica Yadav
S02616,Shaurya Sharma,Electrical,MBA," Data Science,English Literature ",4,6,Rajeev Patil
S02617,Myra Nair,Management,BBA," Digital Marketing,Environmental Science ",2,5,Monica Yadav
S02618,Krishna Menon,Management,M.Sc," Cloud Computing,History ",4,2,Ajay Saxena
S02619,Arjun Mehta,Mechanical,PhD," History,Econometrics ",2,9,Sudhir Saxena
S02620,Sai Mehta,Humanities,M.Tech," AI & ML,Cyber Security ",3,8,Sanjay Menon
S02621,Vivaan Malhotra,Mechanical,M.Sc," Robotics,History ",3,3,Amit Rao
S02622,Pari Verma,Electrical,BBA," History,Cyber Security ",2,7,Shilpa Joshi
S02623,Pari Krishnan,Biotechnology,M.Tech," English Literature,Environmental Science ",1,3,Sneha Saxena
S02624,Aarav Reddy,Computer Science,B.Sc," History,IoT ",2,1,Anita Singh
S02625,Aditi Mehta,Computer Science,B.Tech," Entrepreneurship,Cloud Computing ",1,2,Meera Gupta
S02626,Navya Verma,Mechanical,BBA," Environmental Science,IoT ",3,1,Chetan Kapoor
S02627,Vihaan Joshi,Management,BBA," Data Science,Cyber Security ",4,1,Neha Gupta
S02628,Krishna Desai,Economics,MBA," History,Philosophy ",3,4,Kavya Iyer
S02629,Navya Joshi,Management,B.Sc," Entrepreneurship,Cyber Security ",3,4,Arjun Saxena
S02630,Ananya Reddy,Economics,M.Tech," Environmental Science,Data Science ",3,4,Sunita Malhotra
S02631,Vivaan Patil,Humanities,PhD," Cyber Security,Econometrics ",5,9,Sanjay Menon
S02632,Reyansh Kulkarni,Electrical,BBA," History,Philosophy ",2,4,Suresh Kulkarni
S02633,Anika Mehta,Management,B.Tech," Psychology,IoT ",3,3,Varun Kulkarni
S02634,Diya Verma,Humanities,BBA," English Literature,AI & ML ",2,6,Arjun Saxena
S02635,Aarav Rao,Electrical,M.Tech," Psychology,AI & ML ",4,5,Sneha Kapoor
S02636,Myra Iyer,Humanities,BBA," Data Science,Cloud Computing ",1,4,Divya Saxena
S02637,Shaurya Gupta,Management,BBA," Environmental Science,Psychology ",1,6,Priya Babu
S02638,Riya Singh,Civil,M.Tech," English Literature,Psychology ",2,4,Sunita Mehta
S02639,Myra Menon,Humanities,B.Tech," Econometrics,Cloud Computing ",1,5,Monica Malhotra
S02640,Diya Kapoor,Computer Science,MBA," Entrepreneurship,Digital Marketing ",3,2,Smita Rao
S02641,Arjun Malhotra,Electrical,B.Tech," Digital Marketing,History ",3,5,Meera Gupta
S02642,Anika Joshi,Civil,B.Sc," Philosophy,Cyber Security ",4,6,Vivek Rao
S02643,Aarav Patil,Economics,B.Sc," Psychology,English Literature ",3,8,Anjali Reddy
S02644,Aditi Malhotra,Mechanical,B.Sc," IoT,History ",4,7,Monica Yadav
S02645,Shaurya Kulkarni,Electrical,B.Tech," Entrepreneurship,English Literature ",4,7,Deepak Joshi
S02646,Pari Joshi,Civil,BBA," Econometrics,AI & ML ",2,4,Divya Yadav
S02647,Diya Saxena,Humanities,PhD," Econometrics,Digital Marketing ",4,1,Chetan Kapoor
S02648,Aditya Mehta,Management,BBA," Psychology,IoT ",2,6,Kiran Patil
S02649,Aditi Mehta,Economics,B.Tech," Philosophy,Cloud Computing ",2,5,Meera Gupta
S02650,Anika Yadav,Humanities,BBA," Data Science,IoT ",4,2,Shilpa Yadav
S02651,Aditi Singh,Biotechnology,B.Sc," Environmental Science,Philosophy ",1,2,Alok Sharma
S02652,Anika Yadav,Management,M.Sc," Cloud Computing,English Literature ",2,6,Shilpa Desai
S02653,Aarav Babu,Biotechnology,M.Tech," Digital Marketing,English Literature ",3,5,Ashok Sharma
S02654,Navya Patil,Biotechnology,M.Sc," Philosophy,Robotics ",1,5,Priya Rao
S02655,Riya Verma,Humanities,BBA," Robotics,Entrepreneurship ",2,4,Kavya Patil
S02656,Pari Nair,Mechanical,BBA," History,Environmental Science ",1,2,Ramesh Reddy
S02657,Riya Mehta,Mechanical,B.Sc," English Literature,Psychology ",2,8,Neha Babu
S02658,Reyansh Gupta,Electrical,PhD," Econometrics,Cyber Security ",1,8,Deepak Verma
S02659,Vivaan Iyer,Biotechnology,M.Tech," Econometrics,Cloud Computing ",2,6,Smita Mehta
S02660,Aditya Kapoor,Computer Science,BBA," Cloud Computing,English Literature ",3,4,Kiran Sharma
S02661,Vivaan Saxena,Computer Science,M.Tech," Digital Marketing,Cyber Security ",4,7,Ravi Desai
S02662,Aarav Gupta,Civil,M.Sc," Environmental Science,Cloud Computing ",2,2,Monica Yadav
S02663,Ishaan Verma,Humanities,MBA," AI & ML,IoT ",3,1,Gopal Babu
S02664,Reyansh Gupta,Civil,M.Tech," Robotics,Econometrics ",1,3,Ajay Krishnan
S02665,Anika Yadav,Biotechnology,MBA," Psychology,Digital Marketing ",1,7,Priya Rao
S02666,Aarohi Mehta,Civil,B.Sc," Cyber Security,History ",3,4,Divya Yadav
S02667,Arjun Desai,Civil,B.Tech," History,Robotics ",3,4,Rohini Krishnan
S02668,Aditi Kulkarni,Economics,BBA," Psychology,English Literature ",3,1,Divya Yadav
S02669,Anika Kapoor,Electrical,MBA," Cyber Security,AI & ML ",3,3,Meera Gupta
S02670,Ira Nair,Humanities,BBA," Cloud Computing,Digital Marketing ",1,8,Sneha Krishnan
S02671,Vihaan Saxena,Biotechnology,B.Sc," Philosophy,Cyber Security ",1,2,Sneha Krishnan
S02672,Krishna Babu,Management,M.Tech," History,Cyber Security ",2,8,Arjun Singh
S02673,Sai Babu,Computer Science,B.Tech," Cloud Computing,Digital Marketing ",3,7,Ravi Singh
S02674,Aditya Kapoor,Civil,M.Tech," AI & ML,Digital Marketing ",3,2,Meera Iyer
S02675,Aarohi Singh,Electrical,PhD," Data Science,Econometrics ",5,10,Divya Yadav
S02676,Shaurya Joshi,Computer Science,M.Sc," Cyber Security,Data Science ",3,2,Shilpa Menon
S02677,Vivaan Malhotra,Civil,M.Sc," Cyber Security,Cloud Computing ",3,4,Sunita Mehta
S02678,Diya Desai,Biotechnology,B.Tech," Entrepreneurship,Data Science ",1,8,Sneha Joshi
S02679,Vivaan Iyer,Economics,BBA," Entrepreneurship,Econometrics ",3,2,Pallavi Kapoor
S02680,Aarohi Kapoor,Biotechnology,M.Sc," Data Science,Entrepreneurship ",1,3,Sunita Malhotra
S02681,Riya Nair,Management,B.Tech," Psychology,AI & ML ",3,3,Suresh Kulkarni
S02682,Ishaan Malhotra,Civil,B.Tech," Data Science,Cloud Computing ",4,8,Vivek Verma
S02683,Aarav Reddy,Electrical,BBA," Cloud Computing,IoT ",4,3,Ramesh Reddy
S02684,Anika Reddy,Economics,M.Tech," Data Science,AI & ML ",4,1,Amit Rao
S02685,Aarohi Verma,Mechanical,BBA," Entrepreneurship,IoT ",3,6,Mahesh Iyer
S02686,Reyansh Desai,Mechanical,MBA," IoT,Digital Marketing ",3,8,Arjun Saxena
S02687,Ira Desai,Humanities,MBA," English Literature,Cloud Computing ",4,4,Nitin Krishnan
S02688,Anika Mehta,Humanities,B.Sc," English Literature,AI & ML ",1,4,Ramesh Singh
S02689,Ishaan Kulkarni,Mechanical,M.Tech," AI & ML,English Literature ",3,8,Priya Babu
S02690,Reyansh Menon,Civil,M.Tech," Philosophy,Environmental Science ",4,7,Sneha Patil
S02691,Aarohi Kapoor,Management,BBA," IoT,Entrepreneurship ",4,7,Anita Singh
S02692,Myra Sharma,Computer Science,M.Tech," Cloud Computing,AI & ML ",2,8,Nitin Krishnan
S02693,Diya Saxena,Economics,M.Tech," Robotics,Cyber Security ",4,4,Priya Verma
S02694,Arjun Joshi,Civil,B.Sc," Data Science,AI & ML ",3,4,Amit Rao
S02695,Vivaan Patil,Electrical,M.Tech," Environmental Science,Data Science ",2,1,Sneha Patil
S02696,Anika Menon,Mechanical,BBA," Psychology,IoT ",4,4,Kiran Patil
S02697,Sai Krishnan,Economics,M.Tech," English Literature,Robotics ",1,1,Suresh Gupta
S02698,Ira Nair,Humanities,PhD," Robotics,Data Science ",3,10,Sanjay Singh
S02699,Pari Rao,Humanities,B.Sc," Econometrics,Environmental Science ",3,6,Rajeev Patil
S02700,Aarohi Babu,Computer Science,M.Tech," English Literature,Econometrics ",1,1,Kavita Menon
S02701,Aditya Malhotra,Management,M.Tech," Robotics,Cyber Security ",4,7,Sanjay Yadav
S02702,Aditya Sharma,Electrical,M.Tech," Cloud Computing,Econometrics ",2,5,Smita Yadav
S02703,Anika Saxena,Computer Science,MBA," English Literature,Cloud Computing ",4,5,Ajay Saxena
S02704,Pari Kapoor,Mechanical,BBA," Robotics,AI & ML ",2,6,Sneha Krishnan
S02705,Arjun Desai,Economics,BBA," Entrepreneurship,AI & ML ",3,6,Sudhir Menon
S02706,Aditya Gupta,Economics,B.Sc," Psychology,History ",4,1,Kavya Patil
S02707,Navya Reddy,Humanities,MBA," Environmental Science,AI & ML ",4,3,Rohini Krishnan
S02708,Vihaan Yadav,Mechanical,M.Sc," Psychology,Data Science ",4,1,Varun Verma
S02709,Reyansh Rao,Management,M.Sc," Data Science,English Literature ",2,6,Harish Saxena
S02710,Krishna Nair,Electrical,MBA," English Literature,AI & ML ",1,8,Arjun Saxena
S02711,Krishna Babu,Humanities,BBA," Robotics,AI & ML ",1,7,Ramesh Singh
S02712,Ishaan Sharma,Mechanical,B.Tech," AI & ML,Data Science ",3,4,Kiran Sharma
S02713,Ishaan Menon,Economics,B.Sc," IoT,Cloud Computing ",3,4,Amit Rao
S02714,Riya Menon,Management,MBA," Robotics,History ",1,7,Sneha Gupta
S02715,Arjun Reddy,Management,M.Tech," Entrepreneurship,Digital Marketing ",1,6,Divya Saxena
S02716,Vihaan Malhotra,Electrical,M.Tech," IoT,Entrepreneurship ",3,8,Ajay Sharma
S02717,Aditya Desai,Management,PhD," Cloud Computing,Digital Marketing ",3,1,Rajeev Patil
S02718,Pari Sharma,Mechanical,B.Tech," Robotics,Philosophy ",4,3,Shilpa Desai
S02719,Aarohi Desai,Mechanical,M.Sc," History,Econometrics ",3,7,Ajay Saxena
S02720,Ira Verma,Humanities,M.Sc," Environmental Science,IoT ",3,1,Rajeev Reddy
S02721,Navya Nair,Electrical,M.Tech," Psychology,Robotics ",4,3,Ravi Singh
S02722,Arjun Singh,Humanities,B.Sc," Digital Marketing,Philosophy ",1,5,Sneha Krishnan
S02723,Aditya Menon,Mechanical,PhD," Entrepreneurship,Cloud Computing ",5,6,Deepak Joshi
S02724,Shaurya Kapoor,Electrical,PhD," IoT,Digital Marketing ",4,10,Smita Mehta
S02725,Diya Sharma,Economics,MBA," Philosophy,Cloud Computing ",4,6,Neha Gupta
S02726,Ananya Singh,Mechanical,MBA," Entrepreneurship,Cyber Security ",2,1,Shilpa Menon
S02727,Ira Nair,Electrical,PhD," English Literature,Environmental Science ",3,7,Priya Rao
S02728,Sai Singh,Humanities,PhD," Psychology,Digital Marketing ",3,8,Padmini Yadav
S02729,Reyansh Desai,Biotechnology,MBA," Psychology,Robotics ",3,6,Amit Rao
S02730,Aditi Sharma,Humanities,B.Tech," Philosophy,AI & ML ",1,6,Monica Malhotra
S02731,Vihaan Menon,Economics,B.Sc," Psychology,Cloud Computing ",4,7,Arjun Singh
S02732,Vivaan Joshi,Economics,B.Sc," Philosophy,Psychology ",1,7,Divya Yadav
S02733,Ananya Sharma,Mechanical,B.Tech," Robotics,Psychology ",4,8,Vivek Verma
S02734,Diya Menon,Computer Science,B.Tech," Digital Marketing,IoT ",3,3,Swati Sharma
S02735,Aditi Saxena,Humanities,M.Sc," Robotics,AI & ML ",3,3,Ashok Sharma
S02736,Ishaan Yadav,Civil,M.Tech," Robotics,Philosophy ",2,4,Varun Patil
S02737,Aarohi Joshi,Civil,PhD," Philosophy,Cyber Security ",5,7,Vivek Joshi
S02738,Myra Singh,Civil,M.Tech," Philosophy,Cloud Computing ",4,6,Kiran Sharma
S02739,Ishaan Reddy,Management,BBA," AI & ML,Entrepreneurship ",2,6,Kiran Sharma
S02740,Pari Krishnan,Humanities,B.Sc," Cyber Security,English Literature ",3,7,Ajay Krishnan
S02741,Diya Mehta,Mechanical,PhD," Psychology,Econometrics ",4,5,Ashok Sharma
S02742,Sai Joshi,Mechanical,MBA," Econometrics,English Literature ",2,8,Rajeev Patil
S02743,Reyansh Desai,Electrical,B.Sc," AI & ML,Data Science ",4,3,Monica Yadav
S02744,Reyansh Mehta,Civil,M.Tech," Psychology,Philosophy ",1,3,Monica Malhotra
S02745,Myra Babu,Mechanical,M.Tech," History,IoT ",2,3,Deepak Desai
S02746,Riya Krishnan,Computer Science,BBA," Data Science,Philosophy ",4,6,Ramesh Reddy
S02747,Diya Rao,Mechanical,M.Sc," Philosophy,AI & ML ",2,3,Divya Saxena
S02748,Krishna Sharma,Mechanical,MBA," English Literature,Robotics ",2,3,Pallavi Kapoor
S02749,Aditi Malhotra,Biotechnology,BBA," Robotics,Entrepreneurship ",1,7,Kavita Menon
S02750,Aditi Kulkarni,Civil,M.Sc," Robotics,Psychology ",4,4,Kiran Patil
S02751,Krishna Nair,Computer Science,B.Sc," Data Science,Digital Marketing ",1,5,Vivek Joshi
S02752,Krishna Krishnan,Biotechnology,B.Tech," Cloud Computing,Digital Marketing ",1,4,Kiran Sharma
S02753,Ira Mehta,Mechanical,MBA," IoT,Data Science ",3,1,Divya Yadav
S02754,Myra Reddy,Civil,M.Tech," Robotics,Cyber Security ",1,8,Amit Rao
S02755,Shaurya Kapoor,Computer Science,MBA," Econometrics,Psychology ",1,1,Sneha Rao
S02756,Sai Reddy,Management,B.Tech," AI & ML,Cyber Security ",4,7,Sanjay Yadav
S02757,Aditya Krishnan,Management,B.Sc," Robotics,Econometrics ",2,1,Padmini Yadav
S02758,Vihaan Malhotra,Management,PhD," History,Philosophy ",1,10,Shilpa Yadav
S02759,Myra Verma,Mechanical,PhD," Entrepreneurship,Robotics ",2,1,Ajay Saxena
S02760,Riya Krishnan,Electrical,MBA," Cyber Security,IoT ",4,6,Shilpa Mehta
S02761,Arjun Sharma,Humanities,B.Tech," History,Digital Marketing ",1,4,Meera Gupta
S02762,Vihaan Verma,Economics,B.Tech," English Literature,Philosophy ",3,8,Kavya Patil
S02763,Myra Saxena,Management,B.Tech," Digital Marketing,Cloud Computing ",3,1,Amit Rao
S02764,Aarav Reddy,Humanities,B.Sc," IoT,AI & ML ",4,1,Smita Rao
S02765,Aarav Yadav,Civil,M.Tech," AI & ML,History ",2,7,Nitin Krishnan
S02766,Shaurya Yadav,Biotechnology,M.Tech," IoT,Cloud Computing ",1,1,Deepak Joshi
S02767,Sai Kapoor,Biotechnology,M.Sc," English Literature,Environmental Science ",2,4,Nitin Krishnan
S02768,Ira Menon,Civil,M.Tech," Philosophy,Data Science ",3,6,Swati Sharma
S02769,Aditi Desai,Economics,B.Sc," Environmental Science,English Literature ",1,1,Suresh Gupta
S02770,Aditya Joshi,Civil,BBA," History,Digital Marketing ",1,7,Sunita Verma
S02771,Vihaan Rao,Economics,PhD," Environmental Science,Cyber Security ",1,6,Nitin Krishnan
S02772,Reyansh Rao,Humanities,M.Tech," Environmental Science,Cloud Computing ",1,7,Sneha Rao
S02773,Aditya Saxena,Management,B.Sc," IoT,Digital Marketing ",4,4,Anita Singh
S02774,Diya Kulkarni,Biotechnology,M.Sc," Cyber Security,Cloud Computing ",2,5,Sneha Saxena
S02775,Aarohi Iyer,Mechanical,MBA," Environmental Science,Cloud Computing ",2,3,Deepak Joshi
S02776,Diya Babu,Mechanical,M.Sc," Environmental Science,Cloud Computing ",4,1,Ramesh Reddy
S02777,Vihaan Sharma,Computer Science,PhD," Philosophy,History ",1,5,Sunita Verma
S02778,Myra Verma,Management,BBA," IoT,Cloud Computing ",4,1,Manish Malhotra
S02779,Reyansh Singh,Economics,M.Sc," Philosophy,Environmental Science ",4,4,Neha Babu
S02780,Navya Rao,Mechanical,PhD," Entrepreneurship,Data Science ",1,6,Ramesh Singh
S02781,Pari Nair,Civil,M.Sc," Robotics,Psychology ",1,7,Ramesh Singh
S02782,Ishaan Iyer,Electrical,M.Tech," IoT,Entrepreneurship ",2,1,Smita Yadav
S02783,Ishaan Gupta,Electrical,MBA," Entrepreneurship,History ",2,1,Smita Verma
S02784,Sai Gupta,Electrical,B.Tech," Robotics,Econometrics ",4,4,Smita Yadav
S02785,Vivaan Iyer,Humanities,B.Tech," Digital Marketing,Robotics ",3,5,Ajay Saxena
S02786,Ananya Joshi,Management,PhD," AI & ML,History ",3,9,Priya Babu
S02787,Ishaan Yadav,Civil,M.Tech," Econometrics,IoT ",3,3,Kavya Patil
S02788,Anika Reddy,Biotechnology,PhD," Environmental Science,Digital Marketing ",3,6,Chetan Kapoor
S02789,Aditya Yadav,Electrical,MBA," English Literature,Psychology ",4,3,Sneha Saxena
S02790,Anika Kapoor,Management,PhD," Cloud Computing,English Literature ",4,3,Sneha Krishnan
S02791,Sai Joshi,Civil,M.Sc," English Literature,Data Science ",1,6,Meera Gupta
S02792,Pari Rao,Humanities,MBA," Cloud Computing,Data Science ",1,2,Padmini Yadav
S02793,Aarohi Nair,Humanities,M.Tech," History,Data Science ",4,4,Meera Gupta
S02794,Ira Singh,Humanities,B.Tech," Entrepreneurship,AI & ML ",4,1,Divya Saxena
S02795,Aditi Babu,Mechanical,B.Tech," English Literature,IoT ",3,8,Sudhir Saxena
S02796,Ishaan Verma,Management,B.Tech," Data Science,Robotics ",2,4,Chetan Kapoor
S02797,Sai Desai,Mechanical,M.Tech," English Literature,Cloud Computing ",4,4,Anjali Patil
S02798,Myra Menon,Computer Science,MBA," Environmental Science,Cyber Security ",2,2,Kiran Sharma
S02799,Diya Kapoor,Computer Science,M.Tech," Cyber Security,Robotics ",1,5,Ravi Singh
S02800,Aarav Sharma,Mechanical,PhD," Psychology,IoT ",3,1,Sanjay Singh
S02801,Pari Joshi,Civil,M.Sc," English Literature,AI & ML ",3,7,Sunita Verma
S02802,Riya Verma,Civil,M.Sc," Digital Marketing,English Literature ",1,6,Amit Rao
S02803,Aarohi Rao,Mechanical,M.Tech," Philosophy,Cyber Security ",2,1,Priya Babu
S02804,Aditi Kulkarni,Civil,BBA," Philosophy,IoT ",4,8,Ramesh Singh
S02805,Aditi Singh,Mechanical,BBA," Entrepreneurship,History ",3,2,Monica Yadav
S02806,Shaurya Rao,Humanities,B.Tech," Entrepreneurship,Econometrics ",1,1,Kiran Patil
S02807,Navya Saxena,Humanities,M.Sc," Econometrics,Digital Marketing ",1,8,Swati Sharma
S02808,Pari Krishnan,Computer Science,BBA," English Literature,History ",1,4,Amit Gupta
S02809,Ananya Desai,Electrical,M.Sc," History,Environmental Science ",4,5,Ravi Desai
S02810,Riya Sharma,Humanities,PhD," Philosophy,Cloud Computing ",2,1,Priya Verma
S02811,Ananya Reddy,Economics,M.Tech," Robotics,AI & ML ",2,8,Sneha Krishnan
S02812,Vihaan Krishnan,Management,PhD," Psychology,Environmental Science ",2,2,Sunita Mehta
S02813,Pari Rao,Economics,PhD," Digital Marketing,Cloud Computing ",2,5,Sneha Saxena
S02814,Arjun Verma,Biotechnology,M.Tech," Philosophy,Cyber Security ",1,2,Neha Gupta
S02815,Shaurya Singh,Management,B.Tech," English Literature,Robotics ",4,7,Meenakshi Kulkarni
S02816,Navya Reddy,Electrical,B.Tech," Econometrics,Cloud Computing ",3,4,Kavya Patil
S02817,Diya Mehta,Biotechnology,M.Tech," History,Cyber Security ",2,1,Sneha Gupta
S02818,Anika Patil,Economics,B.Tech," AI & ML,IoT ",4,7,Vivek Joshi
S02819,Aditya Rao,Economics,M.Sc," Digital Marketing,Cyber Security ",4,5,Divya Yadav
S02820,Shaurya Reddy,Management,PhD," Econometrics,Robotics ",2,5,Harish Reddy
S02821,Krishna Patil,Electrical,PhD," English Literature,History ",3,4,Kavita Menon
S02822,Shaurya Sharma,Computer Science,M.Tech," Data Science,Digital Marketing ",4,3,Divya Yadav
S02823,Riya Gupta,Mechanical,B.Sc," Cloud Computing,AI & ML ",1,8,Neha Babu
S02824,Ishaan Kapoor,Management,PhD," History,Robotics ",5,1,Sneha Patil
S02825,Ananya Nair,Biotechnology,BBA," Econometrics,Digital Marketing ",2,1,Suresh Kulkarni
S02826,Shaurya Menon,Biotechnology,MBA," Entrepreneurship,IoT ",3,6,Vivek Rao
S02827,Aarohi Joshi,Mechanical,PhD," Cyber Security,History ",1,10,Sneha Rao
S02828,Vihaan Desai,Computer Science,B.Tech," Psychology,Robotics ",2,3,Varun Verma
S02829,Ishaan Joshi,Civil,B.Sc," Digital Marketing,Philosophy ",1,3,Sneha Joshi
S02830,Aditya Krishnan,Humanities,M.Sc," Data Science,History ",4,3,Neha Babu
S02831,Arjun Gupta,Humanities,PhD," AI & ML,Psychology ",5,10,Amit Rao
S02832,Riya Krishnan,Electrical,B.Sc," Data Science,Philosophy ",2,3,Sudhir Saxena
S02833,Reyansh Menon,Electrical,B.Tech," Psychology,Cloud Computing ",1,7,Ravi Singh
S02834,Riya Iyer,Biotechnology,M.Sc," Robotics,English Literature ",3,5,Ajay Saxena
S02835,Diya Malhotra,Management,M.Tech," Environmental Science,English Literature ",1,8,Sneha Kapoor
S02836,Arjun Mehta,Biotechnology,B.Tech," Philosophy,Cyber Security ",4,7,Ravi Desai
S02837,Shaurya Joshi,Civil,B.Tech," English Literature,History ",2,7,Neha Gupta
S02838,Anika Sharma,Economics,B.Tech," Philosophy,IoT ",2,1,Sunita Rao
S02839,Ishaan Rao,Management,B.Tech," Econometrics,Robotics ",2,8,Ajay Saxena
S02840,Aarav Singh,Computer Science,M.Tech," AI & ML,Data Science ",2,3,Sneha Rao
S02841,Sai Babu,Humanities,PhD," AI & ML,Environmental Science ",4,3,Vivek Menon
S02842,Navya Sharma,Mechanical,M.Tech," IoT,English Literature ",4,2,Sneha Krishnan
S02843,Sai Patil,Economics,PhD," Psychology,Digital Marketing ",3,7,Kavya Patil
S02844,Diya Nair,Electrical,BBA," Econometrics,IoT ",2,1,Ajay Saxena
S02845,Pari Menon,Mechanical,PhD," English Literature,History ",5,8,Shilpa Menon
S02846,Ira Sharma,Mechanical,B.Sc," Cyber Security,Entrepreneurship ",2,8,Vivek Menon
S02847,Arjun Reddy,Management,MBA," Cloud Computing,Entrepreneurship ",1,6,Pooja Reddy
S02848,Aditya Kapoor,Management,PhD," Philosophy,Cloud Computing ",4,9,Amit Krishnan
S02849,Anika Verma,Computer Science,MBA," Environmental Science,Econometrics ",3,5,Shilpa Joshi
S02850,Vivaan Joshi,Civil,MBA," Cyber Security,English Literature ",4,5,Monica Yadav
S02851,Ananya Mehta,Electrical,M.Tech," Psychology,Cloud Computing ",1,1,Vivek Menon
